Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,AAPL,AMZN,GOOG,AAPL,AMZN,GOOG,AAPL,AMZN,GOOG,AAPL,AMZN,GOOG,AAPL,AMZN,GOOG
Date,,,,,,,,,,,,,,,,,,
2020-01-02 00:00:00+00:00,72.87610626220703,94.90049743652344,68.29078674316406,75.0875015258789,94.90049743652344,68.36849975585938,75.1500015258789,94.90049743652344,68.40699768066406,73.79750061035156,93.2074966430664,67.07749938964844,74.05999755859375,93.75,67.07749938964844,135480400,80580000,28132000
2020-01-03 00:00:00+00:00,72.16761016845703,93.74849700927734,67.9556655883789,74.35749816894531,93.74849700927734,68.03299713134766,75.1449966430664,94.30999755859375,68.625,74.125,93.2249984741211,67.2771987915039,74.2874984741211,93.2249984741211,67.39299774169922,146322800,75288000,23728000
2020-01-06 00:00:00+00:00,72.74266815185547,95.14399719238281,69.63126373291016,74.94999694824219,95.14399719238281,69.71050262451172,74.98999786376953,95.18450164794922,69.82499694824219,73.1875,93.0,67.5,73.44750213623047,93.0,67.5,118387200,81236000,34646000
2020-01-07 00:00:00+00:00,72.40054321289062,95.34300231933594,69.58781433105469,74.59750366210938,95.34300231933594,69.66699981689453,75.2249984741211,95.69450378417969,70.14949798583984,74.37000274658203,94.60199737548828,69.51899719238281,74.95999908447266,95.2249984741211,69.89700317382812,108872000,80898000,30054000
2020-01-08 00:00:00+00:00,73.565185546875,94.59850311279297,70.13619232177734,75.79750061035156,94.59850311279297,70.21600341796875,76.11000061035156,95.55000305175781,70.5790023803711,74.29000091552734,94.3219985961914,69.54199981689453,74.29000091552734,94.9020004272461,69.60399627685547,132079200,70160000,30560000
2020-01-09 00:00:00+00:00,75.12779235839844,95.05249786376953,70.91080474853516,77.40750122070312,95.05249786376953,70.99150085449219,77.60749816894531,95.89099884033203,71.36650085449219,76.55000305175781,94.79000091552734,70.51349639892578,76.80999755859375,95.49449920654297,71.02850341796875,170108400,63346000,30018000
2020-01-10 00:00:00+00:00,75.297607421875,94.15799713134766,71.4052505493164,77.5824966430664,94.15799713134766,71.48650360107422,78.1675033569336,95.34700012207031,71.74645233154297,77.0625,94.0,70.9175033569336,77.6500015258789,95.26850128173828,71.37799835205078,140644800,57074000,36414000
2020-01-13 00:00:00+00:00,76.90632629394531,94.56500244140625,71.87970733642578,79.23999786376953,94.56500244140625,71.96150207519531,79.26750183105469,94.9000015258789,72.0260009765625,77.7874984741211,94.04000091552734,71.3010025024414,77.91000366210938,94.56549835205078,71.80650329589844,121532000,55616000,33046000
2020-01-14 00:00:00+00:00,75.86783599853516,93.47200012207031,71.46267700195312,78.16999816894531,93.47200012207031,71.54399871826172,79.39250183105469,94.35549926757812,72.08999633789062,78.0425033569336,92.92749786376953,71.41850280761719,79.17500305175781,94.29399871826172,71.95050048828125,161954400,68818000,31178000
2020-01-15 00:00:00+00:00,75.5427017211914,93.10099792480469,71.87820434570312,77.83499908447266,93.10099792480469,71.95999908447266,78.875,93.94300079345703,72.06974792480469,77.38749694824219,92.75450134277344,71.510498046875,77.9625015258789,93.61250305175781,71.510498046875,121923600,57932000,25654000
2020-01-16 00:00:00+00:00,76.48896789550781,93.89700317382812,72.50249481201172,78.80999755859375,93.89700317382812,72.58499908447266,78.92500305175781,94.27950286865234,72.59950256347656,78.02249908447266,93.3010025024414,72.0459976196289,78.39749908447266,94.14949798583984,72.37200164794922,108829200,53190000,23474000
2020-01-17 00:00:00+00:00,77.33578491210938,93.23600006103516,73.93536376953125,79.68250274658203,93.23600006103516,74.01950073242188,79.68499755859375,94.33200073242188,74.06475067138672,78.75,92.86250305175781,72.91100311279297,79.06749725341797,94.29450225830078,73.14550018310547,137816400,79946000,47924000
2020-01-21 00:00:00+00:00,76.81169128417969,94.5999984741211,74.13563537597656,79.14250183105469,94.5999984741211,74.22000122070312,79.75499725341797,94.7135009765625,74.59249877929688,79.0,93.0,73.55999755859375,79.29750061035156,93.25,73.95600128173828,110843200,74156000,40734000
2020-01-22 00:00:00+00:00,77.08586120605469,94.37300109863281,74.21305084228516,79.42500305175781,94.37300109863281,74.29750061035156,79.99749755859375,95.125,75.16069793701172,79.32749938964844,94.16699981689453,74.24649810791016,79.6449966430664,94.80449676513672,74.55000305175781,101832400,64326000,32216000
2020-01-23 00:00:00+00:00,77.45710754394531,94.22899627685547,74.24800872802734,79.80750274658203,94.22899627685547,74.3324966430664,79.88999938964844,94.4990005493164,74.7760009765625,78.9124984741211,93.63800048828125,74.1050033569336,79.4800033569336,94.25550079345703,74.38200378417969,104472000,49692000,27024000
2020-01-24 00:00:00+00:00,77.23387145996094,93.08200073242188,73.25214385986328,79.57749938964844,93.08200073242188,73.33550262451172,80.8324966430664,94.74949645996094,74.77474975585938,79.37999725341797,92.37200164794922,73.26249694824219,80.0625,94.56849670410156,74.67949676513672,146537600,75324000,35692000
2020-01-27 00:00:00+00:00,74.96278381347656,91.41699981689453,71.61351013183594,77.23750305175781,91.41699981689453,71.69499969482422,77.94249725341797,92.05000305175781,71.90350341796875,76.22000122070312,90.76699829101562,71.05999755859375,77.51499938964844,91.0,71.55000305175781,161940000,70570000,35104000
2020-01-28 00:00:00+00:00,77.08345031738281,92.6624984741211,72.54544830322266,79.42250061035156,92.6624984741211,72.62799835205078,79.5999984741211,92.90550231933594,72.80000305175781,78.04750061035156,91.5009994506836,71.62349700927734,78.1500015258789,92.0250015258789,72.1500015258789,162234000,56160000,31548000
2020-01-29 00:00:00+00:00,78.69699096679688,92.9000015258789,72.84860229492188,81.08499908447266,92.9000015258789,72.93150329589844,81.9625015258789,93.73750305175781,73.27149963378906,80.34500122070312,92.7509994506836,72.33699798583984,81.11250305175781,93.19999694824219,72.94000244140625,216229200,41760000,21554000
2020-01-30 00:00:00+00:00,78.58293151855469,93.53399658203125,72.70925903320312,80.96749877929688,93.53399658203125,72.79199981689453,81.02249908447266,93.64350128173828,72.86399841308594,79.6875,92.53050231933594,71.81999969482422,80.13500213623047,92.9000015258789,71.99800109863281,126743200,126548000,26788000
2020-01-31 00:00:00+00:00,75.0986557006836,100.43599700927734,71.62998962402344,77.37750244140625,100.43599700927734,71.71150207519531,80.66999816894531,102.78600311279297,73.50650024414062,77.07250213623047,100.1135025024414,71.42649841308594,80.23249816894531,102.57350158691406,73.44499969482422,199588400,311346000,48344000
2020-02-03 00:00:00+00:00,74.89242553710938,100.20999908447266,74.2125473022461,77.16500091552734,100.20999908447266,74.2969970703125,78.37249755859375,102.42500305175781,74.5,75.55500030517578,100.01249694824219,72.94950103759766,76.07499694824219,100.52999877929688,73.0999984741211,173788400,117834000,60736000
